similarity,tier,moral_a,fable_a_id,fable_a_title,moral_b,fable_b_id,fable_b_title
0.8110,medium,We had better bear our troubles bravely than try to escape them.,fable_0357,"The Father, The Son And The Lion",Take warning from the misfortunes of others.,fable_0379,"The Fox, The Lion And The Footprints"
0.8109,medium,Better to endure a small hardship than risk a greater one.,fable_0552,The Frogs asking for a King,Don't go to extremes.,fable_0559,The Gardener and His Master
0.8109,medium,Do not let anything turn you from your purpose.,fable_0421,"The Kid, The Wolf And The Flute",Do not boast lest you be taken down.,fable_0598,The Lamp
0.8109,medium,Be content with your lot; one cannot be first in everything.,fable_0085,The Peacock and Juno,Those who are not content with what they have may end up losing it while pursuing greater desires.,fable_0279,"The Lion, The Hare And The Deer"
0.8109,medium,Better to endure a small hardship than risk a greater one.,fable_0552,The Frogs asking for a King,It's better to ignore an insult from one troublemaker than to bring a whole crowd of trouble upon yourself.,fable_0653,A Bear and Bees
0.8109,medium,Do not neglect the loyalty of old friends to please new acquaintances.,fable_0595,"The Lion, The Fox and the Monkey serving dinner",True friends are hard to come by.,fable_0694,A Man had a mind to try his Friends
0.8109,medium,Don't take your friends for foes.,fable_0194,The Bees And The Beekeeper,We must make friends in prosperity if we would have their help in adversity.,fable_0528,The Kite And His Mother
0.8109,medium,Take warning from the misfortunes of others.,fable_0379,"The Fox, The Lion And The Footprints",Be watchful or all will be lost.,fable_0605,The Shepherd and The Dog
0.8109,medium,Use care to place your blame on the right person.,fable_0509,The Farmer And The Sea,Only untrustworthy people blame the consequences of their own actions on others.,fable_0648,An Old Woman and the Devil
0.8109,medium,Do not blame others.,fable_0468,The Rivers And The Sea,Do not fight with those who are perfectly capable of fighting back.,fable_0664,A Husband and Wife twice Married
0.8109,medium,Do not boast to have something you do not.,fable_0271,"The Crow, The Eagle And The Feathers",Do not neglect small advantages in hopes of better ones.,fable_0403,The Hawk And The Nightingale
0.8108,medium,Enemies' promises were made to be broken.,fable_0082,The Nurse and the Wolf,People who do harm to others destroy themselves in the bargain.,fable_0390,The Frog And The Mouse
0.8108,medium,Believing your enemies makes you fall victim to their tricks and gets you into trouble.,fable_0229,"The Lion, The Bull And His Horns",Some people are so consumed by hatred that they would rather suffer themselves than see their enemies succeed.,fable_0343,The Two Enemies
0.8108,medium,Those who act in their own self-interest while pretending to help others will not earn gratitude.,fable_0479,The Man And The Weasel,Some begrudge others what they cannot enjoy themselves.,fable_0483,The Dog In The Manger
0.8108,medium,Be sure of your pedigree before you boast of it.,fable_0081,The Mule,Do not boast to have something you do not.,fable_0271,"The Crow, The Eagle And The Feathers"
0.8108,medium,We often despise what is most useful to us.,fable_0054,The Hart and the Hunter,It's easy to despise what you cannot have.,fable_0373,The Fox And The Grapes
0.8108,medium,Do not boast to have something you do not.,fable_0271,"The Crow, The Eagle And The Feathers","One is known by deeds, not by words.",fable_0499,The Bear And The Fox
0.8108,medium,Know your enemies.,fable_0562,The Cat and The Birds,A false friend is the worst kind of enemy.,fable_0695,A Fox Praising Hare's Flesh
0.8108,medium,Do not harm your benefactors.,fable_0282,The Deer And The Vine,Do not boast lest you be taken down.,fable_0598,The Lamp
0.8108,medium,People often prefer to live simply at home than to live lavishly at someone else's house.,fable_0478,Zeus And The Tortoise,A humble life free from danger is more valuable than a life of luxury filled with peril.,fable_0592,The Circus Dogs and the Street Dogs
0.8108,medium,There is danger lurking in the words of a wicked person.,fable_0297,The Mother Dog And Her Puppies,Beware the sort of person who uses tricks.,fable_0510,The Farmer And The Birds
0.8108,medium,Every tale is not to be believed.,fable_0537,The Thief And The Innkeeper,Never trust a known deceiver.,fable_0594,"The Lion, The Fox and the Deer"
0.8108,medium,Those who do you a favour you must repay kind.,fable_0250,The Eagle And The Farmer,The man who treats others well is rewarded by gratitude.,fable_0533,"The Snake, The Eagle And The Farmer"
0.8107,medium,"If people who have previously committed a crime are swiftly punished, then others will become afraid on their account.",fable_0157,Apollo And The Snake,He who harms someone should henceforth be treated with suspicion.,fable_0353,The Snake And The Farmer
0.8107,medium,People get themselves into trouble because of their boasting.,fable_0145,The Foxes At The River,People who enter into contests with unworthy opponents lower their own reputation.,fable_0225,The Gnat And The Bull
0.8107,medium,It is unwise to reward when one should punish.,fable_0130,The Man Bitten By The Dog,"When wicked people do not get the reward and thanks they expect, they immediately put a stop to their good works.",fable_0355,The Wolves And The Harvesters
0.8107,medium,"Don't be seduced by deceptive words, they will cause nothing but trouble.",fable_0261,The Crane And The Crow,Don't be greedy.,fable_0565,The Swollen Fox
0.8107,medium,Desire things you don't understand and you accept the consequences.,fable_0462,The Raven And The Snake,Consider the consequences of your actions.,fable_0650,The Mice and the Oak
0.8107,medium,Sometimes a small sacrifice results in a greater good.,fable_0126,The Hunted beaver,The memory of a good deed lives.,fable_0451,The Old Woman And The Wine Jar
0.8107,medium,People who lay traps for others should be careful not to fall into a trap themselves.,fable_0205,"The Nightingale, The Hawk And The Bird Catcher",People often make plans that turn out to be to their own disadvantage.,fable_0435,The Maids And The Rooster
0.8107,medium,Be careful what you wish for.,fable_0278,The Poor Man And Death,Be watchful or all will be lost.,fable_0605,The Shepherd and The Dog
0.8106,medium,Do unto others what you would have them do unto you.,fable_0042,The Fox and the Crane,Those who do you a favour you must repay kind.,fable_0250,The Eagle And The Farmer
0.8106,medium,Some men are of more consequence in their own eyes than in the eyes of their neighbors.,fable_0222,The Gnat And The Camel,A discerning person is made wise by the misfortunes of his neighbours.,fable_0248,The Cicada And The Fox
0.8106,medium,The strong and the weak cannot keep company.,fable_0108,The Two Pots,A wicked person deservedly comes to a bad end by keeping company with other wicked people.,fable_0372,The Snake And The Thorn Bush
0.8105,medium,Do not attempt to hide things which cannot be hid.,fable_0526,The Goatherd And The Goat,Better to face a known danger than to trust a deceitful promise of safety.,fable_0582,The Wolf and the Sheep in the Sheepfold
0.8105,medium,Deceivers often exploit the inability of others to challenge their falsehoods.,fable_0380,"The Fox, The Monkey And His Ancestors",Those who scheme against others may ultimately fall victim to their own plots.,fable_0402,The Roosters And The Hawk
0.8105,medium,"Beware of swindlers, as they often exploit the gullibility of others.",fable_0255,The Cobbler And The King,Do not believe everything you hear.,fable_0486,The Wolf And The Nurse
0.8105,medium,A humble life free from danger is more valuable than a life of luxury filled with peril.,fable_0592,The Circus Dogs and the Street Dogs,Action is more valuable than arguments.,fable_0612,The Jar goes to Court
0.8105,medium,Even a high and mighty person should beware of his inferiors; their ingenuity can find a way to take revenge.,fable_0163,The Eagle And The Fox,"Beware of swindlers, as they often exploit the gullibility of others.",fable_0255,The Cobbler And The King
0.8105,medium,Indulgence in luxuries can lead to peril.,fable_0516,The Mouse In The Pot,The things which bring us pleasure can often be hazardous as well.,fable_0518,The Young Man And The Prostitute
0.8105,medium,It is better to live in self-sufficient poverty than to be tormented by the worries of wealth.,fable_0252,The City Mouse And The Country Mouse,People often prefer to live simply at home than to live lavishly at someone else's house.,fable_0478,Zeus And The Tortoise
0.8105,medium,"There is little risk in being poor, while being rich can get you into trouble.",fable_0447,The Two Mules,Trouble awaits you if you pursue ill-gotten gains.,fable_0536,The Shepherd And The Honeybees
0.8105,medium,Better to face a known danger than to trust a deceitful promise of safety.,fable_0582,The Wolf and the Sheep in the Sheepfold,Beware those who value their gain more than their love.,fable_0635,A Wench parting with her Sweetheart
0.8105,medium,Chance sometimes rules.,fable_0378,The Fox And The Lion In A Cage,Fortune can occasionally bestow favours that exceed a person's hopes and expectations.,fable_0494,The Bride And The Two Grooms
0.8104,medium,Do not trust the wicked.,fable_0121,The Abbot And The Flea,No one can be a friend if you know not whether to trust or distrust him.,fable_0309,The Dog And The Hare
0.8104,medium,Work honestly and you won't be scorned.,fable_0150,The Ant And The Fly,Honor your craft with integrity.,fable_0175,Simonides And The Twin Gods
0.8104,medium,Even a high and mighty person should beware of his inferiors; their ingenuity can find a way to take revenge.,fable_0163,The Eagle And The Fox,He who competes with his superiors destroys himself before he can equal them.,fable_0342,The Earthworm And The Snake
0.8104,medium,Try before you trust.,fable_0067,The Lion and the Eagle,Do not trust the wicked.,fable_0121,The Abbot And The Flea
0.8104,medium,Wealth is of little value if one is too afraid to use or enjoy it.,fable_0258,The Coward And The Lion Of Gold,Those who are not content with what they have may end up losing it while pursuing greater desires.,fable_0279,"The Lion, The Hare And The Deer"
